id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
225349,76296,"[40480, 15126, 19276, 5867, 488, 9079, 40481]","[[9649, 5867], [10444, 6020], [21453], [978, 4178, 11332], [15022, 796, 527], [19276, 10734], [7304, 24329, 26285], [2507, 6444], [1353], [30645, 4785, 6821], [9514, 4914]]","[40480, 40482, 16172, 522, 18844, 481, 5867, 488, 1233, 2913, 40478, 40482, 500, 246, 1719, 28058, 240, 4835, 836, 21453, 488, 4178, 11332, 1073, 2022, 40478, 40482, 4846, 15022, 491, 481, 1009, 277, 260, 280, 1571, 40478, 40482, 4846, 9072, 5867, 240, 19276, 10734, 240, 26285, 240, 2507, 6444, 240, 488, 1353, 488, 32093, 1073, 6720, 822, 40478, 40482, 1595, 4846, 481, 30645, 4785, 6821, 491, 616, 1579, 488, 9467, 1073, 6737, 240, 522, 2642, 485, 35009, 504, 1495, 498, 5867, 40478, 40482, 1168, 1183, 1800, 803, 1525, 31894, 9079, 488, 1495, 556, 5867, 9019, 40478, 40482, 4846, 38502, 6821, 40478, 40482, 1495, 556, 803, 9514, 4914, 522, 4204, 27043, 240, 645, 10114, 40478, 40481]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[1707, 5006, 5010, 5915, 3203, 367, 155, 800, 7655, 1168, 6654]"
107862,85676,"[40480, 19276, 4835, 486, 11885, 8640, 19007, 40481]","[[9649, 12395], [8780], [10444, 6020], [3484, 21453], [15022], [1660, 37791], [2507, 6444], [13249, 7524], [652, 25, 3035, 11959, 10734], [592, 5552, 23488], [2568, 21275, 10734], [4835, 486, 11885, 8640], [2832, 31950, 17169], [734, 744, 3707, 6821]]","[40480, 40482, 729, 2525, 10906, 485, 43, 8393, 9378, 250, 40478, 40482, 500, 246, 4835, 39587, 715, 11868, 2525, 240, 9423, 481, 8780, 488, 10444, 6020, 1281, 240, 674, 4846, 481, 21453, 488, 4835, 241, 1073, 4309, 903, 2324, 240, 670, 284, 485, 288, 1571, 40478, 40482, 18115, 481, 7858, 485, 954, 240, 4846, 481, 15022, 240, 1660, 37791, 240, 2507, 6444, 240, 13249, 7524, 240, 652, 25, 3035, 11959, 240, 23488, 240, 488, 2568, 21275, 522, 1845, 10734, 240, 488, 32093, 562, 5895, 1571, 40478, 40482, 4846, 481, 15126, 9649, 5089, 240, 6018, 617, 2525, 240, 488, 1233, 2913, 40478, 40482, 500, 246, 588, 14185, 21662, 481, 4835, 486, 11885, 8640, 862, 1236, 1829, 1353, 240, 674, 1233, 2913, 485, 851, 9933, 40478, 40482, 500, 246, 4309, 14126, 26855, 5465, 240, 8240, 481, 5089, 488, 19276, 10734, 9019, 240, 674, 2933, 481, 4835, 486, 11885, 8640, 715, 481, 5089, 40478, 40482, 500, 246, 5024, 240, 23667, 481, 31950, 17169, 488, 734, 744, 3707, 40478, 40482, 35009, 32327, 9019, 715, 481, 4835, 486, 11885, 8640, 240, 4309, 7933, 556, 10444, 6020, 522, 6847, 7933, 240, 674, 19007, 491, 43, 8393, 9378, 250, 562, 7379, 485, 10353, 1571, 522, 1073, 32327, 31757, 544, 3746, 2507, 488, 2051, 2392, 485, 10114, 17134, 40478, 40482, 4103, 557, 544, 522, 715, 8061, 522, 23750, 21601, 29042, 40478, 40481]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,"[1743, 840, 5006, 7979, 3184, 1111, 800, 4253, 7946, 2148, 7049, 6321, 2404, 5180]"
369907,94798,"[40480, 16509, 1265, 1384, 1531, 40481]","[[38287, 7327], [4017], [8780], [20613]]","[40480, 40482, 727, 481, 38287, 7327, 557, 19657, 1430, 557, 1743, 40478, 40482, 547, 3360, 10905, 509, 22778, 912, 249, 635, 538, 727, 688, 23618, 1046, 40478, 40482, 507, 1056, 538, 1670, 481, 3301, 568, 645, 1489, 6576, 551, 718, 485, 925, 688, 20868, 240, 7281, 510, 40478, 40482, 9423, 481, 8780, 40478, 40482, 23667, 481, 6737, 8780, 240, 20613, 240, 4017, 488, 23618, 38287, 7327, 488, 7087, 40478, 40482, 1072, 500, 803, 1376, 498, 10807, 488, 1178, 500, 481, 8051, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[3646, 3723, 840, 1584]"
389418,122447,"[40480, 481, 1432, 19789, 4537, 871, 40481]","[[1430, 11434], [734, 744, 3707, 6821], [8300, 21137, 31950, 17169], [6812], [5940], [7033, 6953], [1301, 11332], [15022, 796, 964], [3137, 2417, 20323, 3674], [734, 5612], [6167, 7, 4344, 6741], [25845, 8111, 11332]]","[40480, 40482, 7087, 589, 16126, 862, 40478, 40482, 3852, 666, 19789, 4537, 40478, 40482, 512, 1598, 9233, 562, 1428, 1529, 522, 8658, 746, 562, 10361, 1808, 40478, 40482, 19007, 491, 43, 8393, 562, 7379, 485, 10353, 1571, 40478, 40482, 2345, 562, 2704, 5817, 912, 507, 1056, 14274, 504, 481, 3338, 498, 704, 35148, 40478, 40482, 1288, 1598, 1359, 580, 28195, 500, 704, 10734, 1147, 15473, 40478, 40482, 249, 19007, 688, 504, 246, 25175, 8967, 485, 851, 481, 4739, 14540, 666, 481, 6847, 2580, 240, 568, 512, 587, 538, 604, 485, 40478, 40482, 485, 5539, 500, 10734, 240, 2869, 2327, 666, 20726, 10734, 488, 587, 538, 9467, 562, 491, 1423, 10353, 1571, 522, 481, 19789, 4537, 812, 2158, 40478, 40482, 32093, 562, 246, 5063, 498, 670, 11421, 562, 704, 19789, 4537, 485, 580, 1256, 40478, 40482, 2345, 566, 485, 580, 881, 40478, 40482, 23683, 481, 4739, 811, 481, 1495, 498, 481, 10734, 645, 512, 32093, 481, 19789, 4537, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[3484, 5180, 3939, 2499, 4717, 6361, 590, 3203, 2902, 5185, 2320, 1119]"
153441,26047,"[40480, 16509, 548, 492, 11271, 7023, 40481]","[[548, 492, 11271, 3674], [1353], [1294, 2507, 6444], [1092, 8289, 17881]]","[40480, 40482, 5122, 548, 492, 11271, 3674, 488, 1072, 500, 4835, 39587, 40478, 40482, 4846, 1353, 488, 2030, 485, 14057, 40478, 40482, 18115, 2525, 488, 32093, 562, 7648, 1571, 240, 567, 1391, 6641, 556, 7158, 40478, 40482, 6018, 617, 2525, 40478, 40482, 2454, 488, 851, 2548, 276, 2894, 485, 1229, 491, 1423, 277, 278, 280, 2088, 485, 478, 13982, 40478, 40482, 1000, 478, 16849, 500, 15551, 240, 8780, 246, 53, 34, 7877, 6847, 40478, 40482, 9933, 548, 492, 11271, 3674, 666, 18434, 3026, 40478, 40482, 580, 881, 485, 5654, 589, 481, 5379, 617, 481, 3674, 40478, 40482, 925, 881, 512, 604, 491, 1423, 277, 3026, 498, 5379, 40478, 40482, 29649, 3674, 40478, 40482, 8240, 5379, 666, 246, 282, 660, 2212, 4835, 39587, 40478, 40482, 4846, 2507, 6444, 488, 17881, 40478, 40482, 2030, 485, 246, 14057, 488, 5539, 485, 20876, 9378, 504, 246, 7023, 35357, 40478, 40482, 8240, 666, 3572, 6847, 488, 851, 2548, 40478, 40482, 668, 781, 507, 6684, 609, 240, 9286, 666, 19118, 556, 246, 2898, 485, 925, 507, 3822, 485, 2158, 2951, 40478, 40482, 669, 2548, 488, 1233, 240, 2158, 666, 3585, 488, 2961, 500, 3048, 2240, 10807, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[3752, 7655, 2045, 4330]"
335492,98691,"[40480, 19642, 790, 519, 6330, 556, 1426, 10678, 40481]","[[790, 519, 6330], [13995], [19104], [978, 4178, 11332], [978, 21453], [2056, 19414], [15022, 796, 964], [10444, 6020], [8300, 29471, 484], [6953, 488, 11332]]","[40480, 40482, 729, 2525, 10906, 485, 44, 12354, 250, 40478, 40482, 500, 246, 1719, 5024, 240, 7087, 1892, 260, 609, 11488, 240, 6020, 488, 21298, 40478, 40482, 1584, 5070, 6847, 556, 18710, 14653, 40478, 40482, 4690, 556, 277, 3, 21, 3696, 498, 10444, 6020, 40478, 40482, 2454, 556, 1007, 2399, 498, 14653, 485, 2454, 40478, 40482, 1892, 246, 1919, 498, 16549, 500, 481, 1495, 562, 7570, 485, 3040, 40478, 40482, 19007, 562, 7379, 260, 14635, 2176, 38738, 31151, 240, 620, 512, 1063, 823, 485, 10579, 481, 720, 40478, 40482, 1082, 504, 6255, 16153, 522, 7685, 6786, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[1112, 5648, 4863, 5915, 5966, 6335, 3203, 5006, 3940, 6276]"
376799,87175,"[40480, 14097, 3184, 3511, 734, 672, 507, 40106, 40481]","[[14762, 25544], [27593], [14762, 15786], [951, 12766, 17666], [15000, 4787, 27043], [14721, 7524], [5379, 4017], [755, 22118], [13731], [6198, 4914], [14721, 17, 686]]","[40480, 40482, 500, 246, 37588, 4846, 589, 481, 16126, 2303, 562, 481, 21190, 240, 6198, 4914, 488, 14721, 17, 686, 40478, 40482, 2454, 488, 23667, 1073, 481, 9019, 544, 3866, 488, 9671, 40478, 40482, 512, 994, 604, 246, 4328, 2377, 240, 2998, 2056, 2287, 40478, 40482, 1115, 2869, 481, 21190, 666, 481, 37588, 488, 12172, 1073, 1444, 481, 9019, 500, 481, 37588, 544, 3390, 488, 481, 728, 1444, 544, 2056, 40478, 40482, 8240, 1547, 666, 11998, 3435, 240, 1444, 4858, 1183, 1846, 556, 481, 2056, 9019, 40478, 40482, 4846, 246, 30057, 498, 6198, 4914, 488, 1495, 556, 481, 3390, 9019, 40478, 40482, 1325, 15405, 481, 1686, 3390, 488, 2056, 40106, 556, 1007, 30057, 498, 6198, 4914, 488, 35009, 556, 481, 14721, 17, 686, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2,"[5241, 342, 5247, 4082, 7472, 4384, 4430, 3829, 6846, 7702, 4390]"
39048,87864,"[40480, 22245, 2340, 5825, 40481]","[[1353], [2279, 260, 6913, 25916], [8780], [1431, 523], [6444], [589, 260, 4001, 17918], [6953], [2507, 6444]]","[40480, 40482, 2030, 280, 7420, 1353, 485, 246, 14057, 500, 246, 11868, 4835, 39587, 40478, 40482, 9467, 500, 25916, 488, 8780, 40478, 40482, 14057, 240, 9822, 6536, 240, 277, 2176, 40478, 40482, 6018, 617, 2525, 40478, 40482, 851, 2548, 485, 39, 5895, 9378, 40478, 40482, 9467, 1281, 1431, 523, 240, 3026, 2107, 1353, 240, 488, 277, 241, 40478, 40482, 6444, 500, 246, 280, 260, 3026, 18434, 3026, 40478, 40482, 851, 1229, 284, 1571, 40478, 40482, 2523, 7, 491, 9019, 240, 1431, 523, 9019, 240, 17918, 240, 6953, 240, 488, 2507, 6444, 491, 11868, 3305, 556, 531, 7641, 34062, 1073, 3866, 40478, 40482, 1300, 17532, 551, 1557, 246, 1874, 7086, 3334, 40478, 40482, 3916, 1634, 5802, 3866, 488, 20392, 522, 3916, 1634, 500, 5339, 34062, 556, 17532, 6357, 280, 485, 281, 1571, 40478, 40482, 1082, 500, 246, 862, 260, 35050, 5024, 240, 1927, 485, 14218, 1495, 40478, 40482, 2454, 488, 851, 3779, 500, 2107, 1082, 1964, 617, 36115, 240, 277, 2088, 522, 1073, 3905, 500, 12095, 40478, 40482, 5500, 714, 17532, 488, 18830, 500, 1444, 40478, 40482, 3852, 1183, 8487, 666, 292, 4537, 40478, 40482, 1082, 13241, 666, 280, 4309, 35050, 2738, 5409, 18845, 40478, 40482, 2454, 488, 851, 3779, 500, 2107, 1082, 1964, 617, 36115, 240, 6828, 1571, 522, 1073, 10764, 500, 12095, 40478, 40482, 19007, 491, 43, 22328, 562, 7648, 1571, 522, 1073, 3746, 2507, 40478, 40482, 2191, 9509, 5825, 40478, 40481]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[7655, 4969, 840, 7956, 6906, 63, 6270, 800]"
78417,60258,"[40480, 2032, 19888, 5, 1263, 2014, 243, 40481]","[[4914, 498, 22193, 8294], [4914, 498, 38139, 8294], [506, 2631, 19811, 296, 955, 2763], [21453], [2056, 4178, 11332], [19888], [8780], [1454, 6878]]","[40480, 40482, 9423, 8780, 500, 1719, 4835, 39587, 40478, 40482, 4835, 241, 37749, 1073, 9238, 260, 4941, 40478, 40482, 4846, 1994, 802, 296, 19811, 40478, 40482, 32093, 11421, 1571, 240, 674, 4846, 19888, 240, 5539, 1073, 3390, 40478, 40482, 4103, 715, 1845, 1454, 6878, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[1920, 1914, 6190, 5010, 3399, 6487, 840, 7783]"
300962,39994,"[40480, 5540, 249, 243, 979, 7848, 6878, 22075, 40481]","[[6878], [3137, 22075], [1454, 21453], [8780], [10444, 6020], [17869, 24176]]","[40480, 40482, 500, 246, 1719, 5523, 3261, 6847, 4835, 241, 481, 19414, 500, 481, 8780, 488, 6020, 1073, 600, 761, 16411, 1036, 3140, 595, 485, 2507, 688, 40478, 40482, 4846, 481, 22075, 488, 246, 1444, 3026, 498, 481, 24176, 488, 5539, 688, 562, 670, 1643, 1571, 40478, 40482, 4846, 15152, 566, 660, 2212, 498, 24176, 488, 2030, 485, 246, 14057, 40478, 40482, 4846, 481, 6878, 488, 7087, 500, 862, 40478, 40482, 3423, 6913, 1073, 481, 6878, 544, 1011, 13733, 2528, 40478, 40482, 645, 481, 6878, 2694, 834, 2832, 4846, 803, 725, 24176, 40478, 40482, 7087, 500, 277, 13020, 23028, 8780, 488, 277, 278, 282, 3026, 16999, 734, 744, 3707, 40478, 40482, 4103, 1845, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[6061, 2860, 7770, 840, 5006, 7550]"
266146,90671,"[40480, 16824, 25358, 2417, 10837, 40481]","[[2417, 10837], [6444], [6796, 5940], [8780], [6812], [16824, 25358], [15000], [15341], [15473, 10166], [8467, 1179]]","[40480, 40482, 500, 246, 1719, 4835, 39587, 240, 2454, 2417, 10837, 556, 1353, 40478, 40482, 14057, 1073, 4941, 40478, 40482, 9933, 40478, 40482, 6018, 481, 13980, 617, 481, 2417, 10837, 488, 9154, 688, 500, 246, 35050, 280, 660, 2212, 15473, 5465, 40478, 40482, 4086, 481, 6444, 240, 6796, 5940, 240, 8780, 240, 6812, 240, 16824, 25358, 240, 15000, 240, 15341, 240, 488, 15473, 10166, 500, 246, 37588, 1073, 3866, 40478, 40482, 9467, 500, 8467, 1179, 40478, 40482, 9082, 36672, 9019, 715, 2417, 10837, 40478, 40482, 19007, 491, 43, 8393, 9378, 562, 6828, 1571, 40478, 40481]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[6987, 6906, 869, 840, 2499, 103, 7449, 1511, 335, 5298]"
287439,127335,"[40480, 26, 1261, 264, 5867, 6399, 745, 40481]","[[31801, 918, 15509, 5867, 6285], [1353], [16954, 10734], [3137, 734, 5612], [21453], [5867, 6168, 4386, 504, 22118], [10444, 6020], [31183, 753, 782, 551, 16361, 7087], [10848], [693, 1209, 2087], [6953], [1430, 1301, 11332], [2832, 26, 1261, 911]]","[40480, 40482, 1082, 589, 481, 16126, 666, 481, 4172, 2839, 1781, 522, 5186, 5082, 40478, 40482, 5539, 562, 292, 1571, 861, 481, 4172, 2839, 1781, 6033, 485, 9717, 40478, 40482, 4390, 481, 4172, 240, 1189, 481, 3403, 296, 9467, 40478, 40482, 4846, 725, 1353, 645, 1388, 674, 2454, 40478, 40482, 5539, 562, 531, 8947, 284, 1571, 40478, 40482, 500, 39139, 240, 616, 6399, 745, 544, 3254, 556, 2377, 5339, 485, 14352, 609, 481, 26, 1261, 911, 296, 5867, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[1252, 7655, 7233, 2856, 5010, 1248, 5006, 6741, 3248, 7337, 6270, 3486, 2421]"
283920,63616,"[40480, 6821, 10273, 8787, 40481]","[[748, 5290, 17918], [15841, 6444], [5940], [8441], [19034, 6821], [734, 744, 3707, 6821]]","[40480, 40482, 29913, 17918, 488, 24442, 6444, 666, 246, 11868, 3338, 5024, 40478, 40482, 9467, 500, 5940, 240, 8441, 488, 9126, 3, 5179, 6821, 488, 734, 744, 3707, 6821, 488, 7087, 862, 485, 23667, 40478, 40482, 9082, 13020, 23028, 9019, 500, 246, 6720, 35050, 6847, 240, 5539, 1073, 12258, 4464, 504, 481, 623, 835, 498, 481, 10273, 8787, 240, 1300, 488, 5539, 504, 481, 728, 737, 1073, 4309, 903, 2324, 40478, 40482, 2506, 531, 8441, 8654, 240, 6018, 1845, 8787, 617, 481, 6847, 240, 488, 1082, 504, 246, 5367, 4346, 556, 6349, 3168, 2405, 40478, 40482, 7035, 556, 5040, 6821, 9019, 485, 925, 725, 10273, 8787, 40478, 40482, 4103, 2933, 556, 8780, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[6389, 1107, 4717, 2499, 7113, 5180]"
217076,61240,"[40480, 20323, 34058, 488, 4564, 9540, 40481]","[[1924, 34058], [3137, 20323], [978, 21453], [4564], [10444, 6020], [978, 3204, 26285], [2507, 6444], [6167, 7, 4344, 6741], [6953], [1430, 1301, 11332]]","[40480, 40482, 23667, 481, 34058, 240, 20323, 240, 21453, 488, 4564, 500, 246, 1719, 9540, 5024, 40478, 40482, 500, 246, 4752, 5024, 240, 29369, 1281, 481, 10444, 6020, 240, 26285, 240, 2507, 6444, 240, 7, 4344, 6741, 240, 6953, 488, 11332, 40478, 40482, 8263, 481, 9540, 16126, 556, 481, 6089, 488, 4103, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",0,"[288, 2757, 5966, 5038, 5006, 6009, 800, 2320, 6270, 3486]"
310914,77679,"[40480, 2032, 3484, 6878, 40481]","[[3484, 6878, 7087], [17869, 24176], [10444, 6020], [6913, 13326], [19642, 978, 28062], [2056, 30142]]","[40480, 40482, 500, 246, 1719, 4835, 39587, 556, 246, 2240, 3403, 240, 2030, 280, 7420, 498, 17869, 24176, 485, 246, 14057, 40478, 40482, 4846, 280, 3, 21, 3696, 10444, 6020, 40478, 40482, 4846, 292, 18410, 2165, 498, 3484, 6878, 40478, 40482, 9467, 1000, 11468, 562, 277, 2176, 40478, 40482, 4846, 277, 278, 280, 3026, 498, 6913, 13326, 40478, 40482, 2454, 4835, 39587, 488, 18115, 2525, 485, 32093, 40478, 40482, 5539, 562, 7379, 1571, 40478, 40482, 4846, 38966, 978, 28062, 488, 36171, 30142, 40478, 40482, 9467, 488, 32093, 562, 281, 260, 284, 1571, 40478, 40482, 4103, 1845, 267, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[7985, 7550, 5006, 1785, 6129, 3437]"
11447,111509,"[40480, 33216, 14157, 40084, 5867, 40481]","[[5867, 3585], [24188, 1302, 29471, 484], [15022], [16954, 10734], [652, 25, 3035, 11959, 10734], [6647, 2250, 6453], [10444, 6020], [13249, 7524], [4017], [6953, 488, 11332]]","[40480, 40482, 7087, 589, 16126, 1281, 488, 8240, 715, 5867, 488, 3383, 485, 1229, 562, 491, 1423, 277, 2088, 40478, 40482, 645, 512, 759, 1357, 507, 715, 260, 995, 240, 784, 1198, 267, 40478, 40482, 19276, 715, 18642, 1547, 240, 1927, 2528, 40478, 40482, 481, 5608, 544, 485, 595, 604, 704, 1581, 834, 1845, 620, 525, 481, 5867, 21188, 1547, 5663, 831, 478, 4481, 485, 15630, 770, 822, 40478, 40482, 645, 481, 1581, 544, 834, 1845, 481, 831, 478, 4481, 812, 3667, 488, 481, 5867, 812, 580, 5598, 491, 481, 3870, 40478, 40481]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[1289, 5667, 3184, 7233, 7946, 3120, 5006, 4253, 3723, 6276]"
89198,135625,"[40480, 22245, 14368, 8780, 5317, 11420, 9021, 40481]","[[8780], [14368, 8780], [6444], [2507, 6444], [15473, 8361], [15473, 10166], [6812], [15000], [589, 260, 4001, 17918], [1942, 25916], [5940, 5317, 3585]]","[40480, 40482, 729, 2525, 10906, 43, 22328, 40478, 40482, 2523, 8780, 488, 14368, 8780, 500, 1719, 13733, 5024, 1073, 9126, 40478, 40482, 4846, 6444, 240, 2507, 6444, 240, 15473, 8361, 488, 10166, 240, 4869, 1073, 9126, 240, 11646, 714, 2000, 498, 5024, 6641, 40478, 40482, 2523, 500, 6812, 488, 15000, 40478, 40482, 2523, 500, 17918, 40478, 40482, 9467, 500, 25916, 488, 5317, 556, 9082, 40478, 40482, 2869, 617, 13020, 9082, 281, 4550, 2951, 240, 1557, 531, 563, 35050, 11274, 5070, 40478, 40482, 19007, 500, 729, 6720, 10906, 292, 260, 5895, 1571, 522, 1073, 6195, 640, 4309, 903, 2324, 40478, 40482, 6018, 485, 8967, 485, 2548, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[840, 5261, 6906, 800, 332, 335, 2499, 7449, 63, 6156, 4728]"
